Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalAmount,Year,Month,Hour,DayOfWeek,DayName,TimeOfDay,Country_Encoded
489875,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1,2009-12-02 15:41:00,3.75,17841.0,United Kingdom,3.75,2009,12,15,2,Wednesday,Afternoon,38
489875,85185B,PINK HORSE SOCK PUPPET,1,2009-12-02 15:41:00,2.95,17841.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489875,21098,CHRISTMAS TOILET ROLL,1,2009-12-02 15:41:00,1.25,17841.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489875,21353,SILVER SLEIGHBELL  WREATH,1,2009-12-02 15:41:00,7.95,17841.0,United Kingdom,7.95,2009,12,15,2,Wednesday,Afternoon,38
489875,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2009-12-02 15:41:00,2.95,17841.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489875,20934,SET/3 POT PLANT CANDLES,1,2009-12-02 15:41:00,5.45,17841.0,United Kingdom,5.45,2009,12,15,2,Wednesday,Afternoon,38
489875,85174,S/4 CACTI CANDLES,1,2009-12-02 15:41:00,4.95,17841.0,United Kingdom,4.95,2009,12,15,2,Wednesday,Afternoon,38
489875,35599B,BLACK CHRISTMAS TREE 120CM,1,2009-12-02 15:41:00,8.49,17841.0,United Kingdom,8.49,2009,12,15,2,Wednesday,Afternoon,38
489875,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,2,2009-12-02 15:41:00,2.95,17841.0,United Kingdom,5.9,2009,12,15,2,Wednesday,Afternoon,38
489875,35400,WOODEN BOX ADVENT CALENDAR ,1,2009-12-02 15:41:00,8.95,17841.0,United Kingdom,8.95,2009,12,15,2,Wednesday,Afternoon,38
489877,21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,12,2009-12-02 15:44:00,2.95,13089.0,United Kingdom,35.400000000000006,2009,12,15,2,Wednesday,Afternoon,38
489877,22297,HEART IVORY TRELLIS SMALL,24,2009-12-02 15:44:00,1.25,13089.0,United Kingdom,30.0,2009,12,15,2,Wednesday,Afternoon,38
489877,84949,SILVER HANGING T-LIGHT HOLDER,96,2009-12-02 15:44:00,1.45,13089.0,United Kingdom,139.2,2009,12,15,2,Wednesday,Afternoon,38
489877,79323W, WHITE CHERRY LIGHTS,30,2009-12-02 15:44:00,5.45,13089.0,United Kingdom,163.5,2009,12,15,2,Wednesday,Afternoon,38
489876,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2009-12-02 15:44:00,1.95,15917.0,United Kingdom,1.95,2009,12,15,2,Wednesday,Afternoon,38
489876,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,1,2009-12-02 15:44:00,1.45,15917.0,United Kingdom,1.45,2009,12,15,2,Wednesday,Afternoon,38
489876,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,1,2009-12-02 15:44:00,2.1,15917.0,United Kingdom,2.1,2009,12,15,2,Wednesday,Afternoon,38
489876,21440,12 MINI TOADSTOOL PEGS,1,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489876,22315,200 RED + WHITE BENDY STRAWS,1,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489876,20960,WATERMELON BATH SPONGE,1,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489876,20966,SANDWICH BATH SPONGE,1,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489876,21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,1,2009-12-02 15:44:00,4.95,15917.0,United Kingdom,4.95,2009,12,15,2,Wednesday,Afternoon,38
489876,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,2009-12-02 15:44:00,2.55,15917.0,United Kingdom,2.55,2009,12,15,2,Wednesday,Afternoon,38
489876,22260,FELT EGG COSY BLUE RABBIT ,2,2009-12-02 15:44:00,0.85,15917.0,United Kingdom,1.7,2009,12,15,2,Wednesday,Afternoon,38
489876,22107,PIZZA PLATE IN BOX,1,2009-12-02 15:44:00,3.75,15917.0,United Kingdom,3.75,2009,12,15,2,Wednesday,Afternoon,38
489876,21529,RETRO SPOT CERAMIC TOASTRACK,1,2009-12-02 15:44:00,3.45,15917.0,United Kingdom,3.45,2009,12,15,2,Wednesday,Afternoon,38
489876,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489876,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489876,22255,FELT TOADSTOOL  SMALL,3,2009-12-02 15:44:00,0.85,15917.0,United Kingdom,2.55,2009,12,15,2,Wednesday,Afternoon,38
489876,22254,FELT TOADSTOOL LARGE,2,2009-12-02 15:44:00,1.25,15917.0,United Kingdom,2.5,2009,12,15,2,Wednesday,Afternoon,38
489876,21484,CHICK GREY HOT WATER BOTTLE,1,2009-12-02 15:44:00,3.45,15917.0,United Kingdom,3.45,2009,12,15,2,Wednesday,Afternoon,38
489876,85099B,JUMBO BAG RED WHITE SPOTTY ,1,2009-12-02 15:44:00,1.95,15917.0,United Kingdom,1.95,2009,12,15,2,Wednesday,Afternoon,38
489878,22150, 3 STRIPEY MICE FELTCRAFT,1,2009-12-02 15:51:00,1.95,15989.0,United Kingdom,1.95,2009,12,15,2,Wednesday,Afternoon,38
489878,21832,CHOCOLATE CALCULATOR,1,2009-12-02 15:51:00,1.65,15989.0,United Kingdom,1.65,2009,12,15,2,Wednesday,Afternoon,38
489878,85211,S/4 GROOVY CAT MAGNETS,1,2009-12-02 15:51:00,1.65,15989.0,United Kingdom,1.65,2009,12,15,2,Wednesday,Afternoon,38
489878,20966,SANDWICH BATH SPONGE,1,2009-12-02 15:51:00,1.25,15989.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489878,37327,ASSTD MULTICOLOUR CIRCLES MUG,2,2009-12-02 15:51:00,1.69,15989.0,United Kingdom,3.38,2009,12,15,2,Wednesday,Afternoon,38
489878,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,2009-12-02 15:51:00,1.69,15989.0,United Kingdom,1.69,2009,12,15,2,Wednesday,Afternoon,38
489878,84875A,PINK SQUARE COMPACT MIRROR,1,2009-12-02 15:51:00,3.75,15989.0,United Kingdom,3.75,2009,12,15,2,Wednesday,Afternoon,38
489878,21556,CERAMIC STRAWBERRY MONEY BOX,1,2009-12-02 15:51:00,2.55,15989.0,United Kingdom,2.55,2009,12,15,2,Wednesday,Afternoon,38
489878,20887,BOX OF 6 PEBBLE CANDLES,2,2009-12-02 15:51:00,3.45,15989.0,United Kingdom,6.9,2009,12,15,2,Wednesday,Afternoon,38
489878,85047,WHITE BEADED GARLAND STRING 20LIGHT,1,2009-12-02 15:51:00,6.35,15989.0,United Kingdom,6.35,2009,12,15,2,Wednesday,Afternoon,38
489878,22109,FULL ENGLISH BREAKFAST PLATE,1,2009-12-02 15:51:00,3.75,15989.0,United Kingdom,3.75,2009,12,15,2,Wednesday,Afternoon,38
489878,35821P,"JEWELLED DECORATION,PINK",1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2009-12-02 15:51:00,1.25,15989.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489878,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2009-12-02 15:51:00,1.65,15989.0,United Kingdom,1.65,2009,12,15,2,Wednesday,Afternoon,38
489878,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,62018,SOMBRERO ,3,2009-12-02 15:51:00,1.95,15989.0,United Kingdom,5.85,2009,12,15,2,Wednesday,Afternoon,38
489878,22080,RIBBON REEL SPOTS DESIGN ,1,2009-12-02 15:51:00,1.65,15989.0,United Kingdom,1.65,2009,12,15,2,Wednesday,Afternoon,38
489878,22175,PINK OWL SOFT TOY,1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2009-12-02 15:51:00,2.1,15989.0,United Kingdom,2.1,2009,12,15,2,Wednesday,Afternoon,38
489878,20753,RETRO PINK SPOT WASHING UP GLOVES,2,2009-12-02 15:51:00,2.1,15989.0,United Kingdom,4.2,2009,12,15,2,Wednesday,Afternoon,38
489878,20692,FLORAL ELEPHANT SOFT TOY,1,2009-12-02 15:51:00,4.25,15989.0,United Kingdom,4.25,2009,12,15,2,Wednesday,Afternoon,38
489878,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2009-12-02 15:51:00,9.95,15989.0,United Kingdom,9.95,2009,12,15,2,Wednesday,Afternoon,38
489878,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,2009-12-02 15:51:00,9.95,15989.0,United Kingdom,9.95,2009,12,15,2,Wednesday,Afternoon,38
489878,72756,FAIRY CAKE CANDLES,9,2009-12-02 15:51:00,1.49,15989.0,United Kingdom,13.41,2009,12,15,2,Wednesday,Afternoon,38
489878,21166,COOK WITH WINE METAL SIGN ,2,2009-12-02 15:51:00,1.95,15989.0,United Kingdom,3.9,2009,12,15,2,Wednesday,Afternoon,38
489878,90129C,GREEN GLASS TASSLE BAG CHARM,2,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,5.9,2009,12,15,2,Wednesday,Afternoon,38
489878,35653,VINTAGE BEAD NOTEBOOK,1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,22176,BLUE OWL SOFT TOY,1,2009-12-02 15:51:00,2.95,15989.0,United Kingdom,2.95,2009,12,15,2,Wednesday,Afternoon,38
489878,21165,BEWARE OF THE CAT METAL SIGN ,1,2009-12-02 15:51:00,1.69,15989.0,United Kingdom,1.69,2009,12,15,2,Wednesday,Afternoon,38
489878,37461,FUNKY MONKEY MUG,1,2009-12-02 15:51:00,1.25,15989.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489878,22254,FELT TOADSTOOL LARGE,1,2009-12-02 15:51:00,1.25,15989.0,United Kingdom,1.25,2009,12,15,2,Wednesday,Afternoon,38
489878,84507B,STRIPES DESIGN MONKEY DOLL,1,2009-12-02 15:51:00,2.55,15989.0,United Kingdom,2.55,2009,12,15,2,Wednesday,Afternoon,38
489878,20988,TRELLIS FLOWER CHOPSTICKS SET/5,1,2009-12-02 15:51:00,1.95,15989.0,United Kingdom,1.95,2009,12,15,2,Wednesday,Afternoon,38
489878,84934,ASSTD DESIGN POP ART SLIM PEN,4,2009-12-02 15:51:00,0.85,15989.0,United Kingdom,3.4,2009,12,15,2,Wednesday,Afternoon,38
489878,84572,6 HOOK JEWEL STAND LILAC DRESS,1,2009-12-02 15:51:00,8.49,15989.0,United Kingdom,8.49,2009,12,15,2,Wednesday,Afternoon,38
489879,21353,SILVER SLEIGHBELL  WREATH,1,2009-12-02 16:02:00,7.95,17660.0,United Kingdom,7.95,2009,12,16,2,Wednesday,Afternoon,38
489879,17084N,FAIRY DREAMS INCENSE ,50,2009-12-02 16:02:00,0.21,17660.0,United Kingdom,10.5,2009,12,16,2,Wednesday,Afternoon,38
489879,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,1,2009-12-02 16:02:00,2.95,17660.0,United Kingdom,2.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21011,GLITTER SNOW PEAR TREE DECORATION,2,2009-12-02 16:02:00,1.45,17660.0,United Kingdom,2.9,2009,12,16,2,Wednesday,Afternoon,38
489879,21582,KINGS CHOICE SMALL TUBE MATCHES,1,2009-12-02 16:02:00,1.65,17660.0,United Kingdom,1.65,2009,12,16,2,Wednesday,Afternoon,38
489879,20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,3,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,3.75,2009,12,16,2,Wednesday,Afternoon,38
489879,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,1,2009-12-02 16:02:00,5.95,17660.0,United Kingdom,5.95,2009,12,16,2,Wednesday,Afternoon,38
489879,85150,LADIES & GENTLEMEN METAL SIGN,1,2009-12-02 16:02:00,2.55,17660.0,United Kingdom,2.55,2009,12,16,2,Wednesday,Afternoon,38
489879,22095,LADS ONLY TISSUE BOX,1,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,1.25,2009,12,16,2,Wednesday,Afternoon,38
489879,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2009-12-02 16:02:00,2.95,17660.0,United Kingdom,2.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,2009-12-02 16:02:00,3.75,17660.0,United Kingdom,3.75,2009,12,16,2,Wednesday,Afternoon,38
489879,47569,ENGLISH ROSE DESIGN SHOPPING BAG,1,2009-12-02 16:02:00,2.55,17660.0,United Kingdom,2.55,2009,12,16,2,Wednesday,Afternoon,38
489879,82615,PINK MARSHMALLOW SCARF KNITTING KIT,1,2009-12-02 16:02:00,2.95,17660.0,United Kingdom,2.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21544,SKULLS  WATER TRANSFER TATTOOS ,1,2009-12-02 16:02:00,0.85,17660.0,United Kingdom,0.85,2009,12,16,2,Wednesday,Afternoon,38
489879,22297,HEART IVORY TRELLIS SMALL,2,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,2.5,2009,12,16,2,Wednesday,Afternoon,38
489879,22294,HEART FILIGREE DOVE  SMALL,2,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,2.5,2009,12,16,2,Wednesday,Afternoon,38
489879,22296,HEART IVORY TRELLIS LARGE,5,2009-12-02 16:02:00,1.65,17660.0,United Kingdom,8.25,2009,12,16,2,Wednesday,Afternoon,38
489879,21172,PARTY METAL SIGN ,1,2009-12-02 16:02:00,1.45,17660.0,United Kingdom,1.45,2009,12,16,2,Wednesday,Afternoon,38
489879,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,1.25,2009,12,16,2,Wednesday,Afternoon,38
489879,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,3.75,2009,12,16,2,Wednesday,Afternoon,38
489879,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2009-12-02 16:02:00,3.75,17660.0,United Kingdom,3.75,2009,12,16,2,Wednesday,Afternoon,38
489879,21482,MUSHROOM BLUE HOT WATER BOTTLE,1,2009-12-02 16:02:00,2.95,17660.0,United Kingdom,2.95,2009,12,16,2,Wednesday,Afternoon,38
489879,22113,GREY HEART HOT WATER BOTTLE,1,2009-12-02 16:02:00,3.45,17660.0,United Kingdom,3.45,2009,12,16,2,Wednesday,Afternoon,38
489879,22122,SET OF 2 FANCY FONT TEA TOWELS,1,2009-12-02 16:02:00,2.95,17660.0,United Kingdom,2.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21839,MUMMY MOUSE RED GINGHAM RIBBON,1,2009-12-02 16:02:00,5.45,17660.0,United Kingdom,5.45,2009,12,16,2,Wednesday,Afternoon,38
489879,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2009-12-02 16:02:00,1.95,17660.0,United Kingdom,1.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2,2009-12-02 16:02:00,2.1,17660.0,United Kingdom,4.2,2009,12,16,2,Wednesday,Afternoon,38
489879,17084G,MOON INCENSE,25,2009-12-02 16:02:00,0.21,17660.0,United Kingdom,5.25,2009,12,16,2,Wednesday,Afternoon,38
489879,21832,CHOCOLATE CALCULATOR,3,2009-12-02 16:02:00,1.65,17660.0,United Kingdom,4.949999999999999,2009,12,16,2,Wednesday,Afternoon,38
489879,10080,GROOVY CACTUS INFLATABLE,1,2009-12-02 16:02:00,0.85,17660.0,United Kingdom,0.85,2009,12,16,2,Wednesday,Afternoon,38
489879,21846,PINK DIAMANTE PEN IN GIFT BOX,1,2009-12-02 16:02:00,4.95,17660.0,United Kingdom,4.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,2009-12-02 16:02:00,4.95,17660.0,United Kingdom,4.95,2009,12,16,2,Wednesday,Afternoon,38
489879,21851,LILAC DIAMANTE PEN IN GIFT BOX,3,2009-12-02 16:02:00,4.95,17660.0,United Kingdom,14.85,2009,12,16,2,Wednesday,Afternoon,38
489879,20974,12 PENCILS SMALL TUBE SKULL,1,2009-12-02 16:02:00,0.65,17660.0,United Kingdom,0.65,2009,12,16,2,Wednesday,Afternoon,38
489879,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1,2009-12-02 16:02:00,2.1,17660.0,United Kingdom,2.1,2009,12,16,2,Wednesday,Afternoon,38
489879,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-02 16:02:00,0.95,17660.0,United Kingdom,0.95,2009,12,16,2,Wednesday,Afternoon,38
489879,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,1,2009-12-02 16:02:00,0.65,17660.0,United Kingdom,0.65,2009,12,16,2,Wednesday,Afternoon,38
489879,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2009-12-02 16:02:00,0.42,17660.0,United Kingdom,0.42,2009,12,16,2,Wednesday,Afternoon,38
489879,21864,UNION JACK FLAG PASSPORT COVER ,1,2009-12-02 16:02:00,2.1,17660.0,United Kingdom,2.1,2009,12,16,2,Wednesday,Afternoon,38
489879,21866,UNION JACK FLAG LUGGAGE TAG,1,2009-12-02 16:02:00,1.25,17660.0,United Kingdom,1.25,2009,12,16,2,Wednesday,Afternoon,38
489879,84854,GIRLY PINK TOOL SET,1,2009-12-02 16:02:00,4.95,17660.0,United Kingdom,4.95,2009,12,16,2,Wednesday,Afternoon,38
489879,20828,GLITTER BUTTERFLY CLIPS,2,2009-12-02 16:02:00,2.55,17660.0,United Kingdom,5.1,2009,12,16,2,Wednesday,Afternoon,38
489879,20829,GLITTER HANGING BUTTERFLY STRING,5,2009-12-02 16:02:00,2.1,17660.0,United Kingdom,10.5,2009,12,16,2,Wednesday,Afternoon,38
489879,20865,PATCHWORK PENCIL CASE BUTTERFLY ,1,2009-12-02 16:02:00,2.1,17660.0,United Kingdom,2.1,2009,12,16,2,Wednesday,Afternoon,38
489880,20871,OPULENT VELVET SET/3 CANDLES,18,2009-12-02 16:18:00,1.25,13313.0,United Kingdom,22.5,2009,12,16,2,Wednesday,Afternoon,38
489880,21118,SHOPPING BAG DOORSTOP,15,2009-12-02 16:18:00,1.25,13313.0,United Kingdom,18.75,2009,12,16,2,Wednesday,Afternoon,38
489880,35751D,PINK CURRENT CANDLE RING,28,2009-12-02 16:18:00,0.19,13313.0,United Kingdom,5.32,2009,12,16,2,Wednesday,Afternoon,38
489880,35968,FOLK ART METAL HEART T-LIGHT HOLDER,48,2009-12-02 16:18:00,0.38,13313.0,United Kingdom,18.24,2009,12,16,2,Wednesday,Afternoon,38
489880,72038P,PRICE'S CANDLE PEACH,200,2009-12-02 16:18:00,0.08,13313.0,United Kingdom,16.0,2009,12,16,2,Wednesday,Afternoon,38
489880,72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",8,2009-12-02 16:18:00,1.95,13313.0,United Kingdom,15.6,2009,12,16,2,Wednesday,Afternoon,38
489880,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,24,2009-12-02 16:18:00,1.25,13313.0,United Kingdom,30.0,2009,12,16,2,Wednesday,Afternoon,38
489880,35015,JACOBS LADDER SMALL,72,2009-12-02 16:18:00,0.06,13313.0,United Kingdom,4.32,2009,12,16,2,Wednesday,Afternoon,38
489880,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2009-12-02 16:18:00,4.95,13313.0,United Kingdom,14.85,2009,12,16,2,Wednesday,Afternoon,38
489880,90014C,SILVER/BLACK ORBIT NECKLACE,1,2009-12-02 16:18:00,9.95,13313.0,United Kingdom,9.95,2009,12,16,2,Wednesday,Afternoon,38
489880,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2009-12-02 16:18:00,8.5,13313.0,United Kingdom,17.0,2009,12,16,2,Wednesday,Afternoon,38
489880,20682,RED SPOTTY CHILDS UMBRELLA,6,2009-12-02 16:18:00,3.25,13313.0,United Kingdom,19.5,2009,12,16,2,Wednesday,Afternoon,38
489880,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2009-12-02 16:18:00,5.95,13313.0,United Kingdom,17.85,2009,12,16,2,Wednesday,Afternoon,38
489880,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2009-12-02 16:18:00,1.65,13313.0,United Kingdom,13.2,2009,12,16,2,Wednesday,Afternoon,38
489880,20727,LUNCH BAG  BLACK SKULL.,10,2009-12-02 16:18:00,1.65,13313.0,United Kingdom,16.5,2009,12,16,2,Wednesday,Afternoon,38
489880,20726,LUNCH BAG WOODLAND,10,2009-12-02 16:18:00,1.65,13313.0,United Kingdom,16.5,2009,12,16,2,Wednesday,Afternoon,38
489880,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2009-12-02 16:18:00,2.95,13313.0,United Kingdom,17.700000000000003,2009,12,16,2,Wednesday,Afternoon,38
489880,84270,ASSTD DESIGN BUBBLE GUM RING,30,2009-12-02 16:18:00,0.21,13313.0,United Kingdom,6.3,2009,12,16,2,Wednesday,Afternoon,38
489880,20819,SILVER TEDDY BEAR,24,2009-12-02 16:18:00,1.25,13313.0,United Kingdom,30.0,2009,12,16,2,Wednesday,Afternoon,38
489880,16202E,BLACK PHOTO ALBUM ,12,2009-12-02 16:18:00,1.95,13313.0,United Kingdom,23.4,2009,12,16,2,Wednesday,Afternoon,38
489880,16201B,PASTEL BLUE PHOTO ALBUM,12,2009-12-02 16:18:00,1.95,13313.0,United Kingdom,23.4,2009,12,16,2,Wednesday,Afternoon,38
489880,16201A,PASTEL PINK PHOTO ALBUM,12,2009-12-02 16:18:00,1.95,13313.0,United Kingdom,23.4,2009,12,16,2,Wednesday,Afternoon,38
489883,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2009-12-02 16:24:00,4.95,12437.0,France,29.700000000000003,2009,12,16,2,Wednesday,Afternoon,13
489883,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-02 16:24:00,4.95,12437.0,France,29.700000000000003,2009,12,16,2,Wednesday,Afternoon,13
489883,20696,FLORAL SOFT CAR TOY,4,2009-12-02 16:24:00,3.75,12437.0,France,15.0,2009,12,16,2,Wednesday,Afternoon,13
489883,85089,CANDY SPOT BUNNY,6,2009-12-02 16:24:00,2.95,12437.0,France,17.700000000000003,2009,12,16,2,Wednesday,Afternoon,13
489883,21249,WOOD ANIMALS HEIGHT CHART STICKERS ,6,2009-12-02 16:24:00,2.95,12437.0,France,17.700000000000003,2009,12,16,2,Wednesday,Afternoon,13
489883,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2009-12-02 16:24:00,1.25,12437.0,France,15.0,2009,12,16,2,Wednesday,Afternoon,13
489884,35751C,PURPLE CURRENT CANDLE RING,19,2009-12-02 16:24:00,0.19,13313.0,United Kingdom,3.61,2009,12,16,2,Wednesday,Afternoon,38
489883,85227,SET/6 3D KIT CARDS FOR KIDS,12,2009-12-02 16:24:00,0.85,12437.0,France,10.2,2009,12,16,2,Wednesday,Afternoon,13
489883,21429,RED GINGHAM ROSE JEWELLERY BOX,16,2009-12-02 16:24:00,1.65,12437.0,France,26.4,2009,12,16,2,Wednesday,Afternoon,13
489883,20724,RED SPOTTY CHARLOTTE BAG,10,2009-12-02 16:24:00,0.85,12437.0,France,8.5,2009,12,16,2,Wednesday,Afternoon,13
489883,21935,SUKI  SHOULDER BAG,10,2009-12-02 16:24:00,1.65,12437.0,France,16.5,2009,12,16,2,Wednesday,Afternoon,13
489883,20749,ASSORTED COLOUR MINI CASES,4,2009-12-02 16:24:00,7.95,12437.0,France,31.8,2009,12,16,2,Wednesday,Afternoon,13
489883,20750, RED/WHITE DOT MINI CASES,4,2009-12-02 16:24:00,7.95,12437.0,France,31.8,2009,12,16,2,Wednesday,Afternoon,13
489883,21432,SET OF 3 CASES WOODLAND DESIGN,8,2009-12-02 16:24:00,5.95,12437.0,France,47.6,2009,12,16,2,Wednesday,Afternoon,13
489883,22211,WOOD STAMP SET FLOWERS,12,2009-12-02 16:24:00,1.65,12437.0,France,19.8,2009,12,16,2,Wednesday,Afternoon,13
489883,21826,EIGHT PIECE DINOSAUR SET,12,2009-12-02 16:24:00,1.25,12437.0,France,15.0,2009,12,16,2,Wednesday,Afternoon,13
489883,84670,JAPANESE CROCHETED ANIMAL,24,2009-12-02 16:24:00,0.42,12437.0,France,10.08,2009,12,16,2,Wednesday,Afternoon,13
489883,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,6,2009-12-02 16:24:00,2.55,12437.0,France,15.3,2009,12,16,2,Wednesday,Afternoon,13
489883,84671B,CROCHET BEAR WITH BLUE STRIPES,6,2009-12-02 16:24:00,2.55,12437.0,France,15.3,2009,12,16,2,Wednesday,Afternoon,13
489883,20977,36 PENCILS TUBE WOODLAND,16,2009-12-02 16:24:00,1.25,12437.0,France,20.0,2009,12,16,2,Wednesday,Afternoon,13
489883,20979,36 PENCILS TUBE RED SPOTTY,16,2009-12-02 16:24:00,1.25,12437.0,France,20.0,2009,12,16,2,Wednesday,Afternoon,13
489883,20983,12 PENCILS TALL TUBE RED SPOTTY,12,2009-12-02 16:24:00,0.85,12437.0,France,10.2,2009,12,16,2,Wednesday,Afternoon,13
489883,20981,12 PENCILS TALL TUBE WOODLAND,12,2009-12-02 16:24:00,0.85,12437.0,France,10.2,2009,12,16,2,Wednesday,Afternoon,13
489883,22325,MOBILE VINTAGE HEARTS ,6,2009-12-02 16:24:00,4.95,12437.0,France,29.700000000000003,2009,12,16,2,Wednesday,Afternoon,13
489883,21754,HOME BUILDING BLOCK WORD,6,2009-12-02 16:24:00,5.95,12437.0,France,35.7,2009,12,16,2,Wednesday,Afternoon,13
489883,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,16,2009-12-02 16:24:00,0.65,12437.0,France,10.4,2009,12,16,2,Wednesday,Afternoon,13
489883,40046A,RED DAISY PAPER LAMPSHADE,12,2009-12-02 16:24:00,1.25,12437.0,France,15.0,2009,12,16,2,Wednesday,Afternoon,13
489883,POST,POSTAGE,3,2009-12-02 16:24:00,18.0,12437.0,France,54.0,2009,12,16,2,Wednesday,Afternoon,13
489888,22121,NOEL WOODEN BLOCK LETTERS ,3,2009-12-02 16:49:00,5.95,14841.0,United Kingdom,17.85,2009,12,16,2,Wednesday,Afternoon,38
